trade_id,platform,account_id,client_external_id,symbol,side,volume,open_time,close_time,open_price,close_price,commission,realized_pnl,book_flag,counterparty,quote_currency,status
TFXUQ4F2X7C,cTrader,AD4V30T9NT,EXT00000,BTCUSD,SELL,0.05,2025-07-23T20:05:40Z,2025-08-08T18:16:42Z,1588.86349,1586.93094,0.0,4.2,A,B2Prime,USD,CLOSED
T8VGZSXJZVU,cTrader,AK5RBW2ZLA,EXT00024,JPN225,BUY,0.5,2025-08-07T20:23:40Z,2025-08-12T10:08:52Z,657.61902,656.21457,2.0,32.59,B,B2Prime,GBP,CLOSED
TCB0IXRYLI1,MT5,AL9XPSEIMV,EXT00003,USDJPY,SELL,500.0,2025-08-12T17:46:30Z,2025-08-13T23:15:36Z,317.59983,317.25071,-10.0,16079.71,B,B2Prime,GBP,CLOSED
T6G61PCWE4C,cTrader,ADP0LVSNUJ,EXT00009,GER40,B,5.0,2025-07-26T20:28:12Z,2025-07-29T09:58:18Z,1448.27211,1448.60372,-10.0,-63.83,B,LP_TEST,EUR,CLOSED
TWBGDQEWUHR,cTrader,AC89K8YQK9,EXT00029,US500,BUY,1.0,2025-08-02T12:54:28Z,2025-08-09T21:39:24Z,261.80588,261.9262,-0.5,2.05,B,B2Prime,EUR,CLOSED
THF33GUWYH3,MT5,ADKWNNHJ7X,EXT00001,AUDUSD,B,50.0,2025-07-29T06:06:33Z,2025-08-03T17:33:13Z,627.35215,627.25321,-0.5,-434.91,B,LP_MAIN,EUR,CLOSED
T1U5MY80TGH,cTrader,A6CCVCJWTL,EXT00033,XAGUSD,SELL,10.0,2025-07-15T14:53:30Z,2025-08-02T01:53:38Z,1804.82752,1805.34713,0.0,-198.26,B,LP_TEST,USD,OPEN
TMWUECPNCC2,MT5,AL9XPSEIMV,EXT00003,UKOIL.m,SELL,5.0,2025-08-07T08:43:47Z,2025-08-13T10:41:46Z,2295.68302,2295.63848,2.0,18.19,B,B2Prime,GBP,CLOSED
TEIVLI77JZC,cTrader,A2IAGL58KX,EXT00009,GBPUSD,BUY,200.0,2025-07-29T20:15:02Z,2025-08-01T07:07:11Z,403.4544,404.15204,-10.0,-6166.34,A,B2Prime,EUR,CLOSED
TCU47SOCZDQ,cTrader,AL1C32OC6U,EXT00001,NAS100,BUY,200.0,2025-07-23T00:42:53Z,2025-07-30T00:36:37Z,762.86511,762.4789,-1.5,-155.71,B,B2Prime,USD,CLOSED
TBMJM1FT07X,cTrader,A9DOM5IGQP,EXT00004,USDJPY,SELL,1.0,2025-07-28T03:16:12Z,2025-08-12T23:53:18Z,1760.15341,1763.78305,-3.0,-203.53,B,LP_TEST,EUR,CLOSED
TR3UV43MCO0,cTrader,AQ3VLI7KQ1,EXT00017,US30,SELL,0.5,2025-07-18T09:24:32Z,2025-07-29T20:00:22Z,671.26959,670.86055,0.0,12.84,A,B2Prime,GBP,CLOSED
T8JBBSXPK48,MT5,AX8BM92H3T,EXT00032,BTCUSD.m,BUY,0.05,2025-07-19T06:41:21Z,2025-08-11T12:34:54Z,2282.27173,2281.58963,0.0,-1.79,A,B2Prime,USD,CLOSED
TA2HVNYARNN,MT5,AX8BM92H3T,EXT00032,XCUUSD.m,buy,0.5,2025-07-16T09:46:27Z,2025-07-19T02:21:09Z,410.12624,409.95754,-0.5,-7.53,B,LP_TEST,EUR,CLOSED
TZTEEW6MM7I,MT5,ATAD1IOR56,EXT00004,US30.m,BUY,10.0,2025-07-21T10:42:11Z,2025-07-31T21:06:56Z,1984.38454,1986.43305,-5.0,-381.25,A,B2Prime,EUR,OPEN
TI052U9AZ3C,cTrader,A6CCVCJWTL,EXT00033,XAGUSD,BUY,5.0,2025-07-19T19:58:05Z,2025-07-20T07:45:36Z,1106.46963,1107.12261,-0.5,171.05,A,B2Prime,USD,CLOSED
TGBMXIKVREC,cTrader,ASKRT05UIR,EXT00004,BTCUSD,S,200.0,2025-07-21T12:25:32Z,2025-08-01T03:59:10Z,1203.32893,1205.68273,-0.5,6892.95,B,LP_MAIN,USD,CLOSED
THZ364PKNT5,MT5,AJD84U89YJ,EXT00023,ETHUSD.m,buy,5.0,2025-07-27T12:17:38Z,2025-08-09T17:04:26Z,2367.82693,2371.84997,-0.5,916.94,A,LP_MAIN,GBP,CLOSED
T6LTDMO8RC6,cTrader,A9BH811KER,EXT00038,GER40,BUY,500.0,2025-07-27T05:18:41Z,2025-08-09T00:18:13Z,1649.51544,1646.65606,0.0,102740.32,A,B2Prime,EUR,CLOSED
TKTE02BIP18,cTrader,A2DHYLURTP,EXT00018,XAUUSD,sell,0.01,2025-08-09T15:47:39Z,2025-08-11T01:27:06Z,2043.76109,2045.29922,2.0,1.21,B,LP_MAIN,USD,CLOSED
T4JVK8C4NAN,cTrader,A2IAGL58KX,EXT00009,WTI,BUY,0.1,2025-07-16T09:35:43Z,2025-08-09T14:56:52Z,109.30349,109.25998,-10.0,0.3,A,LP_MAIN,GBP,CLOSED
TINXTXB1761,MT5,A8YG0JV1V9,EXT00019,US30.m,BUY,2.0,2025-08-05T22:06:41Z,2025-08-06T11:07:54Z,2123.05851,2118.14462,-1.5,691.67,B,LP_MAIN,EUR,CLOSED
T3V1M3PP00C,cTrader,AXEBB9EITN,EXT00032,BTCUSD,BUY,1.0,2025-07-31T16:30:49Z,2025-08-07T01:32:00Z,1363.61006,1364.4242,-3.0,30.13,A,B2Prime,USD,CLOSED
T87K9TPZ1J8,MT5,ACAQVKIZZQ,EXT00021,ETHUSD.m,S,10.0,2025-07-20T16:01:48Z,2025-08-08T12:17:41Z,1824.75204,1817.87198,2.0,3935.78,A,LP_MAIN,GBP,CLOSED
TEA28DITMOW,cTrader,A2IAGL58KX,EXT00009,GBPUSD,SELL,50.0,2025-08-07T01:16:22Z,2025-08-09T22:44:41Z,1245.92287,1244.72411,-5.0,-744.19,B,LP_TEST,EUR,CLOSED
TX23VEULJGQ,MT5,AIYKID91ZD,EXT00028,US30.m,sell,200.0,2025-08-01T22:11:46Z,2025-08-08T10:50:10Z,823.88815,822.65748,2.0,-6060.75,A,B2Prime,EUR,CLOSED
TQ8R4HC7JVL,MT5,ATQYYV37DI,EXT00031,XCUUSD.m,buy,0.5,2025-08-05T17:19:21Z,2025-08-05T19:59:22Z,1285.61709,1285.00168,0.0,-7.47,A,LP_TEST,EUR,CLOSED
TG1J5EWFWBE,MT5,AG8QYNPDPO,EXT00039,EURUSD,SELL,5.0,2025-07-18T11:24:25Z,2025-08-08T20:38:22Z,489.02259,490.04574,2.0,316.65,A,LP_MAIN,USD,CLOSED
TY4UBZCZJJY,cTrader,ACXLL4ZKLO,EXT00010,NAS100,BUY,10.0,2025-07-17T05:38:56Z,2025-07-26T04:24:19Z,1926.6019,1933.87718,2.0,6923.34,A,LP_MAIN,USD,CLOSED
TVMCPSILN3O,cTrader,APECQNVQHW,EXT00033,WTI,SELL,2.0,2025-08-01T12:27:22Z,2025-08-02T14:35:54Z,1150.3124,1147.42971,2.0,86.38,A,LP_MAIN,GBP,CLOSED
TFL2MOXQ9WF,MT5,AN92XF8E8L,EXT00027,WTI.m,B,5.0,2025-08-05T01:40:15Z,2025-08-08T12:12:30Z,2271.98329,2275.70124,-5.0,-215.51,A,,GBP,CLOSED
T76AV3S2SUM,cTrader,A1R11Q7UWW,EXT00039,JPN225,SELL,0.05,2025-07-17T12:45:58Z,2025-07-31T15:44:26Z,2301.61959,2305.2159,0.0,1.86,B,B2Prime,GBP,CLOSED
T3B0N9CC7IS,MT5,AL9XPSEIMV,EXT00003,EURUSD,SELL,50.0,2025-07-25T19:07:52Z,2025-08-03T23:54:16Z,2142.363,2147.26512,-10.0,-18254.05,A,B2Prime,USD,CLOSED
TTP04SBRSPJ,MT5,AGOG72OY0I,EXT00009,AUDUSD,BUY,1.0,2025-08-12T06:03:40Z,2025-08-14T04:02:35Z,2072.20723,2071.33926,-3.0,-52.98,A,LP_MAIN,EUR,CLOSED
T6L29IL9YQ8,MT5,AGOG72OY0I,EXT00009,WTI.m,SELL,1.0,2025-08-12T06:59:55Z,2025-08-13T04:25:20Z,484.36785,485.10892,-5.0,5.35,A,B2Prime,GBP,CLOSED
TCUCNRI2I39,cTrader,A0OXFQ8MYX,EXT00027,AUDUSD,sell,10.0,2025-08-04T06:23:21Z,2025-08-08T15:52:40Z,1016.29524,1015.62451,-10.0,-456.53,A,LP_MAIN,EUR,CANCELLED
T1OVEJKLCP9,MT5,A8YG0JV1V9,EXT00019,USDJPY,B,5.0,2025-08-10T11:09:32Z,2025-08-11T22:54:53Z,1117.22264,1116.23008,0.0,-414.49,A,B2Prime,GBP,CLOSED
TW165AEJT70,cTrader,A7D5J60FKH,EXT00007,FR40,SELL,10.0,2025-08-12T07:53:36Z,2025-08-13T19:57:47Z,53.35947,53.3736,2.0,7.13,B,B2Prime,GBP,CLOSED
TBPY9E576MO,cTrader,AQ3VLI7KQ1,EXT00017,XCUUSD,BUY,5.0,2025-07-21T12:03:19Z,2025-08-11T14:38:06Z,505.78562,505.23559,-3.0,119.2,B,LP_TEST,USD,CLOSED
TZE66VW9B0M,MT5,A8YG0JV1V9,EXT00019,WTI.m,sell,1.0,2025-08-11T09:40:26Z,2025-08-12T03:20:16Z,439.30045,438.56091,0.0,28.88,B,B2Prime,GBP,CLOSED
TW0P1Z00V3S,MT5,A8BBI4WIRE,EXT00015,AUDUSD,B,500.0,2025-08-06T03:47:31Z,2025-08-11T02:58:07Z,2426.22114,2430.96036,-0.5,195014.36,A,,EUR,CLOSED
TAVYQLG0K1I,MT5,ADKWNNHJ7X,EXT00001,UKOIL.m,buy,1.0,2025-07-22T18:10:57Z,2025-08-13T11:59:24Z,114.21326,113.89143,-1.5,-22.21,B,B2Prime,GBP,CANCELLED
TBSSS7KN18B,MT5,ANFHOLQC3O,EXT00013,XAGUSD.m,sell,5.0,2025-08-08T07:31:10Z,2025-08-10T09:16:53Z,154.65726,154.79257,2.0,9.42,B,,EUR,CLOSED
TSUWDKEJP5K,cTrader,ASKRT05UIR,EXT00004,LTCUSD,sell,20.0,2025-07-25T14:15:06Z,2025-08-05T01:08:28Z,850.72031,850.98633,-10.0,-139.12,B,B2Prime,GBP,CLOSED
T17XFH41A68,MT5,AC8UYO57P6,EXT00034,ETHUSD.m,SELL,20.0,2025-07-27T23:02:52Z,2025-08-11T16:15:03Z,1908.88823,1909.86367,0.0,507.95,B,B2Prime,GBP,CLOSED
T2A3AH7U0S3,MT5,ACAQVKIZZQ,EXT00021,EURUSD,BUY,0.1,2025-08-10T13:44:18Z,2025-08-13T20:09:40Z,762.72802,759.55464,-10.0,-26.55,B,B2Prime,USD,CLOSED
TZ7E5RDEKY8,MT5,AIUC039TEX,EXT00003,GER40.m,BUY,10.0,2025-07-29T16:25:22Z,2025-08-01T08:21:41Z,1141.67705,1139.86138,-5.0,509.35,B,B2Prime,USD,CLOSED
T0LSJWS1ZL7,cTrader,A26RJRNY20,EXT00014,GER40,buy,10.0,2025-07-19T04:54:39Z,2025-07-30T00:09:27Z,1901.91343,1903.17863,2.0,777.69,B,B2Prime,EUR,CLOSED
T72L4X5BWAE,MT5,ANFHOLQC3O,EXT00013,US30.m,SELL,200.0,2025-08-05T09:42:45Z,2025-08-06T15:03:02Z,1202.52547,1199.56979,0.0,-55507.83,B,LP_TEST,EUR,CLOSED
T7YJF30KH58,MT5,ARLRMJKV5U,EXT00017,USDJPY,sell,0.5,2025-08-02T15:06:23Z,2025-08-13T05:12:41Z,877.44108,880.23349,2.0,113.92,A,LP_TEST,GBP,CLOSED
TPRWZBYWWIM,cTrader,A2IAGL58KX,EXT00009,WTI,SELL,10.0,2025-07-25T18:20:22Z,2025-07-25T20:17:08Z,1817.62542,1815.99759,-10.0,-204.04,B,B2Prime,GBP,CLOSED
T8545YRWVTK,cTrader,A7D5J60FKH,EXT00007,USDJPY,BUY,100.0,2025-08-10T02:49:23Z,2025-08-14T02:34:49Z,2460.66897,2470.62096,-10.0,-32700.14,B,B2Prime,EUR,CLOSED
T861PQIPG8X,cTrader,AR7TCS4CC5,EXT00006,XAUUSD,SELL,10.0,2025-07-25T23:51:49Z,2025-07-28T17:24:20Z,226.834,227.07288,-10.0,135.59,A,B2Prime,USD,CLOSED
TZ1R2ROIKS6,cTrader,A1R11Q7UWW,EXT00039,XAGUSD,S,5.0,2025-08-01T05:44:58Z,2025-08-10T21:44:11Z,1379.11525,1378.34795,-5.0,45.56,A,B2Prime,USD,CANCELLED
TULYO3PJBRH,MT5,AMCIKPTK93,EXT00007,GBPUSD,BUY,0.5,2025-08-04T05:19:02Z,2025-08-04T23:06:38Z,192.14794,191.65642,0.0,9.56,A,B2Prime,USD,CLOSED
TQH5T2D8VET,MT5,ANFHOLQC3O,EXT00013,EURUSD,buy,0.5,2025-07-17T13:57:07Z,2025-08-01T13:28:34Z,2.27446,2.26721,-3.0,-0.06,A,B2Prime,USD,CLOSED
TDZ61TXSNHF,cTrader,ADP0LVSNUJ,EXT00009,US500,BUY,200.0,2025-07-16T09:23:42Z,2025-08-03T19:15:52Z,1262.03316,1262.10956,-10.0,510.38,A,LP_MAIN,EUR,CLOSED
T4I26LH07BA,cTrader,A7KYHQIN9N,EXT00032,USDJPY,S,500.0,2025-08-10T08:55:31Z,2025-08-12T18:36:40Z,998.78918,997.61322,-10.0,7488.25,B,B2Prime,EUR,CLOSED
TS2BKAWYB03,MT5,AKTAKPUXQP,EXT00010,JPN225.m,buy,0.01,2025-08-09T22:16:21Z,2025-08-10T13:17:11Z,2433.53312,2435.45907,0.0,1.29,A,B2Prime,USD,CLOSED
TO355CSZ0A0,cTrader,AC89K8YQK9,EXT00029,ETHUSD,sell,10.0,2025-08-02T17:01:34Z,2025-08-10T15:58:20Z,199.17688,198.91472,-10.0,121.2,B,LP_TEST,USD,CANCELLED
T7DVO342P0K,cTrader,AD4V30T9NT,EXT00000,GBPUSD,sell,20.0,2025-08-10T15:54:53Z,2025-08-14T08:05:20Z,378.77807,378.00726,2.0,-1190.73,B,LP_TEST,EUR,OPEN
TD8UNPIOKKZ,MT5,A9RFTMTTQL,EXT00026,AUDUSD,SELL,10.0,2025-08-06T15:27:17Z,2025-08-09T02:34:08Z,888.56031,890.23287,-0.5,273.93,A,B2Prime,EUR,CLOSED
TN9081ZQUA1,cTrader,ACXLL4ZKLO,EXT00010,US500,SELL,0.1,2025-08-08T23:00:55Z,2025-08-10T10:43:23Z,400.51177,399.55985,-10.0,7.28,B,LP_MAIN,EUR,CANCELLED
TRDLFWDUH7V,cTrader,A26RJRNY20,EXT00014,XAGUSD,sell,50.0,2025-08-06T01:40:59Z,2025-08-10T13:29:05Z,2324.89907,2328.29269,-5.0,-11471.66,B,B2Prime,USD,CLOSED
TO4S41CRO04,MT5,AG8QYNPDPO,EXT00039,LTCUSD.m,SELL,5.0,2025-07-19T10:31:43Z,2025-07-26T07:16:26Z,2000.36762,1999.65018,0.0,-325.39,A,B2Prime,EUR,CLOSED
TYV5JHURR8I,cTrader,A6CCVCJWTL,EXT00033,US500,BUY,2.0,2025-07-17T03:19:40Z,2025-08-01T17:55:09Z,971.76989,974.88173,-0.5,-214.89,B,B2Prime,EUR,CLOSED
TS49CDZN1F0,MT5,AMUEKIPU1W,EXT00035,XAGUSD.m,BUY,200.0,2025-08-06T18:19:42Z,2025-08-12T15:05:40Z,1323.9805,1328.73893,-1.5,75342.0,B,LP_TEST,EUR,CLOSED
TP8BPG2R0TO,cTrader,AC89K8YQK9,EXT00029,WTI,BUY,50.0,2025-07-23T10:25:28Z,2025-07-28T05:28:57Z,2493.64836,2484.6952,2.0,-18896.69,A,LP_MAIN,GBP,CLOSED
TPK7YSWNXFS,MT5,AKTAKPUXQP,EXT00010,GBPUSD,B,0.5,2025-07-29T18:31:52Z,2025-08-01T15:06:42Z,2252.33463,2248.26429,-0.5,104.32,A,,USD,CLOSED
TWZSJQ77Z4E,MT5,ANZS43C5BA,EXT00038,ETHUSD.m,SELL,0.1,2025-07-25T07:00:23Z,2025-08-13T18:45:45Z,2209.72692,2208.79953,0.0,5.83,B,B2Prime,GBP,CANCELLED
T3AOFC9LGYT,MT5,AL9XPSEIMV,EXT00003,WTI.m,sell,2.0,2025-08-09T19:44:10Z,2025-08-14T03:57:38Z,1249.25492,1249.29467,-0.5,-6.07,A,B2Prime,GBP,CLOSED
TCQFMUIW7J3,cTrader,APBN78BMYY,EXT00008,UKOIL,BUY,20.0,2025-07-31T10:28:29Z,2025-08-02T17:43:59Z,655.29209,655.86138,-5.0,1055.9,B,B2Prime,GBP,CLOSED
T0N17UXHVDH,MT5,A8YG0JV1V9,EXT00019,FR40.m,BUY,0.1,2025-08-05T01:18:36Z,2025-08-12T03:37:55Z,1552.3855,1552.79414,-0.5,1.19,B,B2Prime,GBP,OPEN
TUESXNU4V80,MT5,AGOG72OY0I,EXT00009,XAGUSD.m,B,1.0,2025-07-24T00:33:18Z,2025-07-30T09:48:38Z,1258.48199,1255.91856,-0.5,-116.52,A,B2Prime,EUR,CLOSED
THAIH7WFRAC,cTrader,AR7TCS4CC5,EXT00006,ETHUSD,SELL,1.0,2025-08-14T06:21:06Z,2025-08-14T08:35:22Z,359.54578,358.75878,-5.0,-71.44,B,B2Prime,USD,CLOSED
TSPXLSEUNNR,cTrader,A9DOM5IGQP,EXT00004,US500,BUY,0.01,2025-07-17T21:35:45Z,2025-07-24T13:15:59Z,1552.7951,1551.36977,-1.5,-1.12,A,LP_TEST,EUR,CLOSED
TLCVHFWJFPP,MT5,AT0PVN9ER1,EXT00002,JPN225.m,buy,5.0,2025-07-30T12:01:11Z,2025-08-12T04:10:54Z,477.28516,477.88523,-3.0,32.21,B,LP_TEST,USD,CANCELLED
TE6XG541MPW,MT5,AP36P6QF5Q,EXT00012,LTCUSD.m,sell,500.0,2025-07-27T12:41:24Z,2025-08-13T04:01:44Z,2123.67956,2122.11474,2.0,56079.4,A,LP_TEST,EUR,OPEN
TN79HMHVL66,MT5,AKTAKPUXQP,EXT00010,JPN225.m,buy,1.0,2025-07-24T15:18:13Z,2025-08-02T22:11:04Z,586.76923,585.24648,0.0,-44.41,A,B2Prime,USD,CLOSED
TVBJRBZJW83,cTrader,APBN78BMYY,EXT00008,XAUUSD,SELL,500.0,2025-08-08T18:35:16Z,2025-08-08T20:33:48Z,1439.09176,1438.66419,-5.0,13111.88,B,LP_TEST,USD,CLOSED
TRR513BB6F0,MT5,ADKWNNHJ7X,EXT00001,LTCUSD.m,BUY,0.01,2025-08-07T05:19:25Z,2025-08-12T17:47:02Z,1812.23186,1812.70359,2.0,-0.33,B,LP_MAIN,EUR,CLOSED
TP4CWCDT9GW,MT5,ATQYYV37DI,EXT00031,AUDUSD,buy,10.0,2025-07-21T18:10:20Z,2025-07-23T18:30:15Z,1213.98536,1211.5653,0.0,-1845.7,B,B2Prime,EUR,CLOSED
T44LZ6V7S7O,cTrader,A0OXFQ8MYX,EXT00027,ETHUSD,SELL,0.1,2025-07-16T04:13:05Z,2025-08-01T07:53:03Z,1648.56939,1651.21196,-5.0,25.62,B,B2Prime,USD,CLOSED
TG1FJGBVYOW,MT5,AP5O3O0LLJ,EXT00034,US30.m,sell,2.0,2025-07-18T08:25:28Z,2025-07-21T12:11:08Z,1018.43535,1020.73024,-1.5,-315.66,,LP_MAIN,EUR,CLOSED
TJMMUZUQED0,cTrader,APBN78BMYY,EXT00008,BTCUSD,buy,0.5,2025-07-15T12:32:52Z,2025-07-30T15:09:50Z,2247.3155,2244.42673,2.0,44.64,A,B2Prime,USD,CLOSED
TV812HNC0I4,MT5,ALL8OS9XTO,EXT00024,US30.m,buy,0.5,2025-07-24T09:05:57Z,2025-08-01T02:08:25Z,1664.81694,1665.34964,-0.5,3.73,A,B2Prime,EUR,CLOSED
T1EBZGFLIG5,cTrader,AMPNSM43D8,EXT00016,BTCUSD,SELL,0.5,2025-07-24T15:25:21Z,2025-08-11T18:54:10Z,919.10084,920.19599,-5.0,-34.91,A,LP_MAIN,USD,CLOSED
TJPDMN1S3YG,cTrader,AC89K8YQK9,EXT00029,XCUUSD,SELL,0.01,2025-07-23T23:08:29Z,2025-07-31T03:02:06Z,870.17631,869.78705,-3.0,-0.11,A,B2Prime,USD,OPEN
TFU9PXYKM8T,MT5,AWD8IL3FB9,EXT00010,BTCUSD.m,BUY,20.0,2025-08-12T18:37:31Z,2025-08-13T22:47:34Z,2036.52787,2028.94297,-10.0,-3019.89,B,LP_MAIN,USD,CLOSED
TSHHJ7SWRQL,MT5,ALL8OS9XTO,EXT00024,GER40.m,SELL,2.0,2025-07-28T10:08:26Z,2025-07-30T15:05:38Z,2444.75175,2441.73563,0.0,461.86,B,LP_MAIN,USD,CLOSED
TX6LDM6FRM6,cTrader,A0OXFQ8MYX,EXT00027,FR40,BUY,0.5,2025-08-11T17:37:48Z,2025-08-12T21:13:54Z,1021.70449,1023.43469,-3.0,7.59,B,B2Prime,GBP,CLOSED
TLQGA3QUPO4,MT5,AY6452H2ZQ,EXT00011,NAS100.m,sell,0.5,2025-07-24T10:47:30Z,2025-08-02T03:25:39Z,537.57121,537.72054,2.0,1.64,A,B2Prime,EUR,CLOSED
TNMYK8516SP,cTrader,AET8T63J3R,EXT00031,ETHUSD,SELL,0.5,2025-07-27T15:03:43Z,2025-08-14T04:32:24Z,1652.20105,1652.92221,-0.5,-26.94,A,B2Prime,USD,CLOSED
TOBS7587H91,MT5,AMUEKIPU1W,EXT00035,US500.m,SELL,10.0,2025-07-28T10:37:09Z,2025-08-11T11:06:49Z,2136.94562,2139.6668,-1.5,376.91,B,B2Prime,USD,CLOSED
TL88L12QFAF,cTrader,ADP0LVSNUJ,EXT00009,US500,BUY,0.01,2025-07-21T16:07:29Z,2025-08-06T18:40:13Z,2356.18616,2352.96494,0.0,-2.22,B,LP_MAIN,EUR,CLOSED
TLG4P0FT1AF,cTrader,A2IAGL58KX,EXT00009,BTCUSD,BUY,1.0,2025-07-23T17:15:55Z,2025-07-31T00:51:29Z,1969.51425,1966.21062,0.0,319.12,B,LP_MAIN,USD,CLOSED
TTOHRNQI7NL,cTrader,A38DIUOVW1,EXT00020,US30,BUY,1.0,2025-07-20T05:11:55Z,2025-08-12T01:48:16Z,1281.15961,1281.54859,-1.5,-36.2,A,B2Prime,GBP,CLOSED
T1630POCR0V,MT5,ARLRMJKV5U,EXT00017,AUDUSD,SELL,10.0,2025-07-21T20:21:37Z,2025-07-31T13:23:33Z,2224.04576,2233.54565,-1.5,3885.25,A,B2Prime,EUR,CLOSED
TGINSAVOCIR,cTrader,A7KYHQIN9N,EXT00032,WTI,BUY,10.0,2025-07-26T03:05:00Z,2025-08-09T21:39:23Z,2215.41391,2212.45603,-0.5,418.14,B,LP_MAIN,GBP,CLOSED
TKDNGFLYRJ8,cTrader,A2IAGL58KX,EXT00009,XAGUSD,B,2.0,2025-07-17T12:20:37Z,2025-07-27T18:31:49Z,1518.66455,1522.54514,-10.0,-297.21,A,B2Prime,USD,CLOSED
TOSD3M0XO3F,MT5,ADKWNNHJ7X,EXT00001,XAUUSD.m,sell,0.05,2025-07-24T01:56:40Z,2025-07-28T01:17:54Z,1603.65588,1605.29396,-0.5,-6.49,A,B2Prime,GBP,CLOSED
TSYAXYPBP0E,MT5,AY6452H2ZQ,EXT00011,USDJPY,SELL,20.0,2025-07-21T14:47:00Z,2025-08-04T13:38:35Z,422.71577,421.36125,2.0,-2356.48,A,B2Prime,GBP,CLOSED
TNRMTN29TNY,MT5,A7HZIOYKL1,EXT00006,JPN225.m,BUY,10.0,2025-08-06T05:23:37Z,2025-08-12T07:42:46Z,1606.18922,1607.00577,-10.0,-178.9,A,B2Prime,USD,CLOSED
TM7VH30QBKE,cTrader,AL1C32OC6U,EXT00001,NAS100,SELL,10.0,2025-07-22T16:00:17Z,2025-07-22T20:08:26Z,512.25385,511.97518,0.0,-249.56,A,B2Prime,USD,CLOSED
TN6YJMK3TGM,MT5,AMUEKIPU1W,EXT00035,GBPUSD,S,500.0,2025-08-08T03:14:29Z,2025-08-13T17:22:56Z,1815.49017,1813.23146,-10.0,105905.58,B,B2Prime,USD,CLOSED
TLWVMB0IDD0,MT5,AY6452H2ZQ,EXT00011,AUDUSD,BUY,0.05,2025-07-16T05:12:07Z,2025-08-06T21:48:36Z,1504.06544,1503.68756,0.0,-0.48,A,LP_MAIN,EUR,OPEN
T6MQW7673UB,MT5,AFLU7U6N7H,EXT00015,XAUUSD.m,BUY,50.0,2025-08-08T07:42:08Z,2025-08-10T22:34:08Z,1202.68778,1201.93202,-10.0,700.31,A,LP_MAIN,GBP,CLOSED
TBV03DS0MWK,MT5,ANZS43C5BA,EXT00038,JPN225.m,sell,50.0,2025-07-31T05:17:39Z,2025-08-09T06:32:47Z,1558.80353,1562.83969,-3.0,-15001.32,B,B2Prime,USD,CLOSED
TG0Z0C682U9,cTrader,AA5UOFWB0H,EXT00036,WTI,BUY,0.05,2025-08-03T19:41:11Z,2025-08-04T02:17:21Z,405.79533,406.28431,2.0,0.21,B,B2Prime,GBP,CLOSED
TT2YBUH7JYG,MT5,ALL8OS9XTO,EXT00024,GBPUSD,SELL,1.0,2025-08-14T05:59:43Z,2025-08-14T08:25:05Z,395.1114,394.39896,-5.0,-16.58,B,LP_TEST,USD,CLOSED
TBOGKAH2XJQ,MT5,AWD8IL3FB9,EXT00010,XAGUSD.m,SELL,0.1,2025-08-08T17:09:16Z,2025-08-12T19:01:23Z,2336.47937,2332.88963,-3.0,26.17,A,LP_MAIN,EUR,CLOSED
THALCKZ3VWL,MT5,A65KXVF1T2,EXT00002,US30.m,buy,5.0,2025-07-30T19:28:25Z,2025-08-02T04:08:58Z,645.25199,643.02354,2.0,-717.73,A,LP_TEST,EUR,CLOSED
T7AMMPQ0HZY,MT5,AMCIKPTK93,EXT00007,AUDUSD,SELL,5.0,2025-08-03T06:03:17Z,2025-08-09T00:40:02Z,470.5559,471.32913,-5.0,169.41,A,B2Prime,EUR,OPEN
TB48WUMH9NK,MT5,ATAD1IOR56,EXT00004,AUDUSD,BUY,1.0,2025-07-27T18:41:40Z,2025-08-06T13:30:22Z,925.7851,924.6735,-3.0,80.49,B,LP_TEST,EUR,CLOSED
TYBWGMP9A9U,MT5,AU9K9XJUY0,EXT00029,FR40.m,SELL,50.0,2025-07-30T16:11:11Z,2025-08-10T15:17:13Z,2262.58307,2267.18194,2.0,11230.53,A,,GBP,CLOSED
TNTN8EOHDK5,MT5,AIYKID91ZD,EXT00028,ETHUSD.m,B,5.0,2025-08-08T04:33:51Z,2025-08-11T01:00:51Z,746.95997,745.76854,-3.0,291.65,A,B2Prime,GBP,CLOSED
TO1PVLND581,MT5,AG8QYNPDPO,EXT00039,US500.m,BUY,2.0,2025-08-03T20:07:32Z,2025-08-10T12:25:42Z,1859.00616,1857.21182,0.0,342.55,B,B2Prime,USD,CLOSED
TTO4RQ3Q7GK,MT5,AY6452H2ZQ,EXT00011,US30.m,SELL,50.0,2025-07-30T19:01:33Z,2025-08-11T23:43:22Z,512.06128,512.38611,-5.0,1043.94,B,B2Prime,EUR,CANCELLED
T1XYDUPPGBI,cTrader,AU2GC5WI6F,EXT00029,GER40,BUY,200.0,2025-08-10T05:23:29Z,2025-08-12T06:07:29Z,1853.98582,1850.20487,-3.0,-9122.33,A,B2Prime,EUR,CLOSED
T9V08LIUQDN,cTrader,AD4V30T9NT,EXT00000,EURUSD,SELL,0.5,2025-08-13T23:09:00Z,2025-08-14T08:23:48Z,957.48556,954.8961,-1.5,-103.12,B,LP_MAIN,EUR,CLOSED
TT54FN5G77L,cTrader,AL1C32OC6U,EXT00001,LTCUSD,buy,0.1,2025-08-13T13:24:21Z,2025-08-14T03:39:52Z,1203.64695,1204.93023,2.0,2.8,B,B2Prime,GBP,CLOSED
